Job Code,Company Name,B.Tech Job Designation,B.Tech Gross Salary,B.Tech CTC,Raw_JD_Text_Summary,Job_Description
9164,Honda R&D,Automotive Software Platform Developer,7584000,8584000,"Job Details
""〈Software Defined Mobility Development Supervisory Unit, Advanced Safety and Intelligent Solution Development Division〉
Honda's Software Defined Mobility Development Supervisory Unit is committed to pursuing innovative development and creation of “value” in mobility and life. We aim for “Zero traffic collision fatalities” involving Honda motorcycles or automobiles worldwide in 2050. The AD/ADAS division is responsible for the development of safety functions such as Honda Sensing Eli",
9163,Honda R&D,Data Ecosystem Developer / Data Engineer,7584000,8584000,"Job Details
""〈Software Defined Mobility Development Supervisory Unit, Advanced Safety and Intelligent Solution Development Division〉
Honda's Software Defined Mobility Development Supervisory Unit is committed to pursuing innovative development and creation of “value” in mobility and life. We aim for “Zero traffic collision fatalities” involving Honda motorcycles or automobiles worldwide in 2050. The AD/ADAS division is responsible for the development of safety functions such as Honda Sensing Eli",
9165,Honda R&D,Computer Vision Researcher,7872000,8872000,"Job Details
<Software Defined Mobility Development Supervisory Unit, Advanced Safety and Intelligent Solution Development Division>
Honda's Software Defined Mobility Development Supervisory Unit is committed to pursuing innovative development and creation of “value” in mobility and life. We aim for “Zero traffic collision fatalities” involving Honda motorcycles or automobiles worldwide in 2050. The AD/ADAS division is responsible for the development of safety functions such as Honda Sensing Elit",
9162,Honda R&D,Applied Data Science and Frontend Development / Data Scientist,7584000,8584000,"Job Details
〈Software Defined Mobility Development Supervisory Unit, Advanced Safety and Intelligent Solution Development Division〉
Honda's Software Defined Mobility Development Supervisory Unit is committed to pursuing innovative development and creation of “value” in mobility and life. We aim for “Zero traffic collision fatalities” involving Honda motorcycles or automobiles worldwide in 2050. The AD/ADAS division is responsible for the development of safety functions such as Honda Sensing Elit",
9115,Honda R&D,Robot Learning and Control Research Engineer,7872000,8872000,"Job Details
〈Honda R&D Innovative Research Excellence, Frontier Robotics〉
Frontier Robotics domain aspires to provide the means for individual customers with diverse values to create their own style freely. We expect that robots will let humans be humans by releasing human from constraints on time, place and abilities through avatar entities which we believe are extensions of us. We position the avatar robot as 4-dimensional mobility beyond the 2-dimensional and 3-dimensional space-time. We cons",
9113,Honda R&D,AI Researcher,7872000,8872000,"Job Details
〈Honda R&D Innovative Research Excellence, Honda Innovation Lab, Computer Science〉
Honda R&D Innovative Research Excellence CS Domain is working towards the research and development of technologies that realize intelligent mobility systems for personal cars (i.e., AD & ADAS) and new generation shared mobility. Our concept, which we call as “Cooperative Intelligence (CI)”, utilizes AI technologies to allow cooperation with the user rather than full automation which is independent from",
10045,KLA,NA,0,0,"Job Details
Company Overview
KLA is a global
leader in diversified electronics for the semiconductor manufacturing
ecosystem. Virtually every electronic device in the world is produced using our
technologies. No laptop, smartphone, wearable device, voice-controlled gadget,
flexible screen, VR device or smart car would have made it into your hands
without us. KLA invents systems and solutions for the manufacturing of wafers
and reticles, integrated circuits, packaging, printed circuit boards and ",
9862,KLA,NA,0,0,"Job Details
Enabling
the movement toward advanced chip design, KLA's Inspection/Measurement,
Analytics and Control group (MACH) is looking for the best and brightest
application development engineers to join our team. The MACH team's mission is
to collaborate with our customers to innovate technologies and solutions that
detect and control highly complex process variations—at their source—rather
than compensate for them at later stages of the manufacturing process. With
over 40 years of semicond",
9502,KLA,NA,0,0,"Job Details
·
Develop and implement
product applications for existing and pre-release products to provide maximum
value to the customer, need to support the development of a system at the
customer site.
·
Focus on projects
related to new product introduction such as characterization, alpha testing,
beta testing and pilot tools in the ramp phase.
·
Perform product
diagnosis and problem resolution and interface with software and systems
engineering to verify the hardware & software problems have b",
9674,YCP Auctus,Analyst,1276000,1831000,"Job Details
Roles and Responsibilities of Analysts:
• Must be self-driven individuals with an entrepreneurial mindset. A Business Analyst would be an integral part of the team working with the client on strategic engagements and can expect significant client interaction.
• Add Value to clients by generating innovative ideas.
• Drive decision making through critical/thorough analysis; and
• Support the project leader by undertaking primary and secondary research.
• Must have Stakeholder Managemen",
9637,People Interactive Pvt Ltd (Shaadi.com),Trainee Engineer,1735948,1800000,"Job Details
Overview - Shaadi is the world’s #1 social networking site specialized in matchmaking. We currently are a team of 100+
engineers headquartered in South Mumbai. We are proud that more than 6 million people found their love for life, through
us. Our daily work is around solving challenging and exciting problems against high engineering standards.
Shaadi.com has been running as a product for more than two decades, with a lot of legacy code.
Currently, we are
refactoring/rewriting and mi",
9704,Tiki Tar Danosa India Pvt. Ltd.,Sales manager,956520,1200188,"Job Details
This is an exciting opportunity to join this well-established
organisation help plan and drive the ambitious plans to grow and invest in the
future success of the business.
The role involves promoting and selling company’s capability and
products/systems to influencers like Consultants and Govt. departments and to
end-customers like the Main Contractors and Specialist Contractors in the
Bridges & Tunnels segments.
This role is of high strategic importance to the business.
Reporting t",
9615,D. E. Shaw India Private Limited,Technology Developer (SDE),3400000,5330000,"Job Details
Software Developer - Front Office Tech
The D. E. Shaw group is a global investment and technology development firm with more than $60 billion in investment capital as of June 1, 2024, and offices in North America, Europe, and Asia. Since our founding in 1988, our firm has earned an international reputation for successful investment based on innovation, careful risk management, and the quality and depth of our staff. We have a significant presence in the world’s capital markets, inves",
9622,"DAYANANDA SAGAR UNIVERSITY, BENGALURU",NA,0,0,"Job Details
Ph.D. or M.Tech with First Class or equivalent (in terms of grades, etc.) in the preceding degree, and a good academic record throughout.
A minimum of 0-2 years teaching/research/professional experience. In exceptional cases, candidates with less than requisite experience will also be considered.
Candidates should preferably be below 35 years of age.
Place of posting
Accomodation details
BENGALURU
Temporary
Bond applicable
No",
9628,Synedgy Learning Solutions Pvt. Ltd.,Faculty of Physics/Chemistry/Mathematics/ Biology,840000,960000,"Job Details
Required
Teachers: For Class 11 & 12
th
State & CBSE Boards along with
competitive examination JEE & NEET as a
Faculty
of Physics, Chemistry, Mathematics & Biology.
Location:
Navi Mumbai (Nerul, Kharghar & Panvel) Central Mumbai (Thane,
Mulund, Bhandup, Kalwa, Dombivli) & Trans Harbour (Airoli).
Highlights:
To d
evelop curriculum and lesson plans, and present those lessons to their
students, in groups or individually (during doubts). They should track the
progress of their students a",
9652,Digi-Safari International Pvt. Ltd.,Graduate Engineering Trainee,1000000,1100000,"Job Details
Digi-Safari is seeking a group
of highly motivated and talented engineering college graduates with a strong
programming background, eager to build successful careers in the IT industry.
If you are passionate about cutting age technology and ready for the challenge,
this role offers the opportunity to work in cutting-edge domains and,
potentially, short/long-term assignments in the US.
Key Responsibilities:
Continuously learn and stay current with emerging
     technologies and best p",
10276,Puma Energy,Business Analyst,1223515,1300000,"Job Details
Typical Day:
1. Strategy and Roadmap:
Drive forward the team’s data strategy and roadmap, setting the direction for digitization efforts within the organization.
Act as the key liaison between various teams, including Advanced Analytics, Product, Platform, and Policy, ensuring alignment on data-driven strategies.
2. Data Analysis & Problem Solving:
Work with large and complex data sets, using advanced statistical and analytical techniques to uncover trends and solve challenging busin",
9796,ARIS Investing Technology,Junior Financial Data Scientist/ Quantitative Risk Analyst,878400,902400,"Job Details
Responsibilities:
1.Develop and implement machine learning models for predictive analytics in the financial domain.
2.Apply quantitative techniques to analyse and optimise investment portfolios, contributing to the enhancement of portfolio performance.
3.Collaborate with the investment team to identify opportunities for the application of machine learning in decision-making processes.
4.Conduct research on market trends, financial data, and emerging technologies to stay at the forefr",
9832,Nephrocare Health Services Private Limited (NephroPlus),CEO Office,1578408,1800008,"Job Details
1. Brief background about NephroPlus
NephroPlus is Asia's largest dialysis network, operating over 450 centers
across 270+ cities and 5 countries, with a mission to provide quality dialysis
at affordable prices. Founded with a vision to enable people on dialysis to
lead long, happy, and productive lives, NephroPlus delivers exceptional patient
care through standardized protocols, continuous training, and innovation in
healthcare. The organization operates both in India and internatio",
9933,ACG World,GET - Autamation Test Engineer (Quality),900000,900000,"Job Details
Job Objective
Automation of Test cases
Reduce the manual testing
Identify the test automation tools
Write
the automation Script and implement on real testing
Primary
responsibilities
Strategic
Identification of testing tools such as its suiting to our organisation
and across all the application
Core Functional
Test case preparation & Execution · Designing test cases and
reviewing them on a periodical basis · Managing defects and bugs and getting
timely resolution to meet the release ",
9983,ACG World,GET Operational Excellence,900000,900000,"Job Details
Job
Objective
·
Execute Continuous Improvement projects through structured data
analysis and by developing improvement action plans along with Plant Project
teams.
·
Identify
and assess various Kaizen, Automation, Digitization opportunities to improve
operational efficiencies and achieve desired business benefits. Design and
develop solutions with SMEs and vendors for identified opportunities.
·
Provide support to Plant in conducting various observation/validation
studies, developing",
9984,ACG World,GET Operational Excellence,900000,900000,"Job Details
Job Objective
·       Execute Continuous Improvement projects through structured data analysis and by developing improvement action plans along with Plant Project teams.
·       Identify and assess various Kaizen, Automation, Digitization opportunities to improve operational efficiencies and achieve desired business benefits. Design and develop solutions with SMEs and vendors for identified opportunities.
·       Provide support to Plant in conducting various observation/validation s",
9985,ACG World,GET Automation Support,900000,900000,"Job Details
Job Objective
·       Execute Continuous Improvement projects through structured data analysis and by developing improvement action plans along with Plant Project teams.
·       Identify and assess various Kaizen, Automation, Digitization opportunities to improve operational efficiencies and achieve desired business benefits. Design and develop solutions with SMEs and vendors for identified opportunities.
·       Provide support to Plant in conducting various observation/validation s",
10090,ACG World,GET - Project Management,900000,900000,"Job Details
Job Objective
We would like to hire an
incumbent who could support the Project team in the Project Management space
for India & Overseas projects – Greenfield & Brownfield. The incumbent
would act as a common resource with the Projects Team.
Primary responsibilities
Strategic
and planning
1.
Alignment with
organisational objectives.
2.
Ability to work cross
functional teams.
3.
Stakeholder Management.
Core
Functional
Handle end-to-end green field and
     brown field small scale proj",
9722,Accenture Operations,N/A,N/A,N/A,"Job Details
About
Accenture :
Accenture is a global professional services company with
leading capabilities in digital, cloud and security. Combining unmatched
experience and specialized skills across more than 40 industries, we offer
Strategy and Consulting, Technology and Operations services, and Accenture
Song-- all powered by the world's largest network of Advanced Technology and
Intelligent Operations centers. Our 699,000 people deliver on the promise of
technology and human ingenuity every",
9846,Arihant Academy Limited,Professor,600000,600000,"Job Details
Required Professor for subjects Physics, Chemistry, Maths
For 1. JEE Main 2. JEE Advanced 3. MHT-CET
Job Title:
JEE Professor
Job Summary:
A JEE professor teaches and guides students preparing for
the Joint Entrance Examination, a highly competitive exam for admission to
prestigious engineering institutions in India, such as the national institute
of technology (NITs) and Indian Institutes of Technology (IITs). The professor
develops and implements effective teaching strategies to he",
9708,Neo Wealth and Asset Management,C++ Developer,1904000,3000000,"Job Details
Position Title
: C++ Developer
Summary
We are building
MFT (Medium Frequency Trading
) and
HFT (High Frequency Trading)
systems which are scalable, automated, and extremely fast. We want passionate developers to be part of this journey with us. As early team members, you will have exposure to a lot of different modules and would be part of building something from grounds up.
As a C++ Developer, you will be responsible for designing, implementing, and maintaining scalable software sol",
9712,Super 30,N/A,N/A,N/A,"Job Details
Job Description:
Super 30, the acclaimed educational initiative by Padma Shri Anand Kumar, is seeking skilled and motivated 2D Animators to bring educational content to life through
chalkboard-style animation
. In this role, you will work closely with Anand Sir and his team,
sketching frame-by-frame to create compelling visual stories on chalkboard
that simplify complex concepts.
This is a fantastic opportunity for
both freshers and early-career professionals
to work in a dynamic env",
10253,Fedex,Marketing Analysis,1700000,2046245,"Job Details
FedEx's Marketing constitutes of diverse portfolios of work
that include strategic partnerships, developing and launching new products,
communication campaigns, Digital marketing, pricing, mergers, maintenance and
improving existing products, brand management etc..
We are looking for a marketing analyst for Digital
solutions, who would learn and work alongside highly skilled and motivational
individuals coming from consulting, marketing, sales, product management
backgrounds, goes ab",
10259,Fedex,Engineer,1700000,2046245,"Job Details
Job Profile Summary:
Responsible for collaborating with Senior Engineers and
management to design air network and optimize capacity considering regulatory
requirements, cost-effective air networks and leveraging specialized software
for modeling. Support strategic planning initiatives, conduct competitive
analysis, and assist in regulatory compliance, contributing to the optimization
of fleet utilization, scheduling efficiencies, and overall network
profitability.
Job Description (Wh",
10260,Fedex,Marketing Analyst,1700000,2046245,"Job Details
Job description
Strategic Pricing Analyst
This role will partner
with functions like sales, marketing, finance, legal, pricing administration,
customer analytics & research teams to take end-to-end ownership of deal
process and drive pricing decisions. The person should be able to effectively
coordinate with cross-functional teams and various regional pricing teams
across the geographies to meet critical timelines for bid pricing, associated
tasks & initiatives, while ensuring proces",
9715,Blackrock,Analyst,2800000,2800000,"Job Details
Overview of FMA
FMA provides a differentiated range of advisory services, leveraging BlackRock's Aladdin platform and the firm's sophisticated capital markets, data and analytics, technology, and financial modeling capabilities while maintaining information barriers. FMA was founded in 2008 in response to the unprecedented challenges governments, financial institutions, and central banks faced as they confronted the financial crisis. They sought an impartial expert with the expertise",
9749,Landeed,Founding Fullstack Engineer,8000000,10500000,"Job Details
About Landeed:
Two thirds of Indian court cases are land related. Our solution to this is the Landeed, India's fastest and most comprehensive title search engine. We are now actively growing our engineering and product teams to expand our title coverage to more Indian states and build an enterprise platform for government bodies and corporates alike.
About the role
Skills: React Native, Django, Rust
Responsibility
As a Founding Software Engineer, you will have an organization-level i",
9883,Omkar Educational Trust,Subject Expert Faculty,1116000,1200000,"Job Details
Omkar Educational Trust has group of schools with distinctive boards viz., ICSE, IGCSE, CBSE, SSC in Dombivli East.  To handle the grades from class 9 to 12.  The requirement Faculties  are Mathematics,  Physics, Chemistry, Biology.
Place of posting
Accomodation details
Dombivli East
None
Bond applicable
Yes
24 months",
8923,Quintics Management Consultancies,Analyst,1500000,1926762,"Job Details
Understanding the business problem and effectively devise data-driven solutions to solve the problems identified
Handle techno-business function which would also entail delivering of the technology/ analytical solution
Work in a collaborative team environment under the guidance of a project leader and deliver the tasks assigned
Be a self-starter and take initiative for learning new technologies, algorithms through research etc.
Be able to communicate effectively with the clients thro",
9743,Innovaccer Analytics,Associate Product Manager,1600000,2000000,"Job Details
YOUR TITLE WILL BE:
Associate Product Manager
YOUR DEPARTMENT WILL BE:
Product Management
YOUR EMPLOYMENT TYPE:
Full-Time
WHERE YOU WILL BE WORKING?
Noida
YOUR
ROLE
We are seeking
Associate Product Managers passionate about solving impactful problems. In this
role, you will own the development and execution of products at Innovaccer. Key
responsibilities include defining and maintaining the product's state, crafting
product roadmaps, and staying ahead of industry trends to identify s",
9860,IFFCO,GET (Environment),804000,804000,"Job Details
Prepare,
review, update, and present reports on issues related to the environment.
Designing of systems that protect the environment &
create sustainable,
eco-friendly solutions to environmental challenges.
Place of posting
Accomodation details
At any of the Manufacturing Plant
Temporary
Bond applicable
Yes
36 months",
10007,ISEG Foundation,Analyst,1000000,1100000,"Job Details
About ISEG
ISEG Foundation, an impact-consulting non-profit firm
focused on
large
scale impact across employment generation and net zero transition
,
is looking to hire exceptional talent as Analysts.
ISEG Foundation is an “action tank” in addition to a
“think tank”.  ISEG measures its impact through
“making things happen”.  ISEG’s goal is
to facilitate creation of 10 million jobs and support 10 states in their net
zero transition journey. ISEG plans to work with state governments, c",
9804,Hero Future Energies,Graduate Engineer Trainee - Energy Storage,1350000,1500000,"Job Details
Assist
     BESS Team
: Support senior
     members/ Team in designing, developing, and testing battery energy storage
     solutions.
Research
     and Development
:
     Participate in solving technical problems and improve battery storage
     technologies adaptations in various application.
Tools
: Use Computer-Aided Design (CAD) software to
     create blueprints, SLDs and technical diagrams, understanding of Matlab
     & Python is an added advantage.
Project
     Documentation",
9903,Hero Future Energies,Graduate Engineer Trainee (GET) - CDE,1350000,1500000,"Job Details
Incumbent will be responsible to:
Project Design of Rooftop
     Grid Tied Solar Power Plant as per Tender specifications and Client
     Requirements Government and Private Sector.
Site Survey layout, Array
     layout and electrical circuit layout preparation using Auto CAD.
Basic Arrangement of Array
     MMS Tables & PV Modules in Plot Plan Layout.
Design of AC & DC Cable
     Routing & Sectional Details as per IS standards.
Preparation of Drawing and
     documentation.
Selectio",
10267,Godrej Capital Limited,Assistant Manager - Analytics,1452840,1700000,"Job Details
Job Purpose:
The role incumbent will be
  responsible to provide data driven
approaches towards informed
  business decision making through
data analytics, information
  visualization, process improvement and
proactive
solution assessments.
Job Deliverables:
·
Would
need to develop and apply analytical algorithms and methods where possible with
a view of reducing risk, driving sales and increasing productivity
·
Identify
data patterns & trends and provide insights to enhance business",
9809,ICF,NA,0,0,"Job Details
What
we do
ICF Provides advisory services to the energy/utilities industry. Assists
organizations in improving their performance through the assessment,
identification and implementation of strategic planning and goals. Incumbents
advise clients in areas such as corporate strategy, business unit strategy,
customer & marketing strategy, growth, and innovation. Our services also
include the development and review of financial business plans including
potential mergers, acquisitions, an",
10215,CIFDAQ Blockchain Ecosystem Ind Limited,Data Analyst,1500000,2600000,"Job Details
About CIFDAQ
CIFDAQ is an innovative
platform designed to revolutionize the Blockchain Ecosystem powered by AI
technology in the Web 3.0 industry and decentralized technology.
CIFDAQ is developing a full
Blockchain ecosystem, that will be “CIFDAQ” as a brand name. We aim to create a
new paradigm that provides development, privacy, decentralization, security,
interoperability, and scalability for customers creating an innovative
blockchain ecosystem. By offering a scalable and intelli",
10216,CIFDAQ Blockchain Ecosystem Ind Limited,Business Management Associate,1200000,2000000,"Job Details
About CIFDAQ
CIFDAQ is an innovative
platform designed to revolutionize the Blockchain Ecosystem powered by AI
technology in the Web 3.0 industry and decentralized technology.
CIFDAQ is developing a
full Blockchain ecosystem, that will be “CIFDAQ” as a brand name. We aim to
create a new paradigm that provides development, privacy, decentralization,
security, interoperability, and scalability for customers creating an
innovative blockchain ecosystem. By offering a scalable and intelli",
10214,CIFDAQ Blockchain Ecosystem Ind Limited,Quant Researcher,2500000,4500000,"Job Details
About CIFDAQ
CIFDAQ is an innovative platform designed to revolutionize the Blockchain
Ecosystem powered by AI technology in the Web 3.0 industry and decentralized
technology.
CIFDAQ is developing a full Blockchain ecosystem, that will be “CIFDAQ” as
a brand name. We aim to create a new paradigm that provides development,
privacy, decentralization, security, interoperability, and scalability for
customers creating an innovative blockchain ecosystem. By offering a scalable
and intelli",
10213,CIFDAQ Blockchain Ecosystem Ind Limited,Quant Developer,2500000,4500000,"Job Details
About CIFDAQ
CIFDAQ is an innovative platform designed to revolutionize the
Blockchain Ecosystem powered by AI technology in the Web 3.0 industry and
decentralized technology.
CIFDAQ is developing a full Blockchain ecosystem, that will be
“CIFDAQ” as a brand name. We aim to create a new paradigm that provides
development, privacy, decentralization, security, interoperability, and
scalability for customers creating an innovative blockchain ecosystem. By
offering a scalable and intelli",
9863,Midships India Pvt. Ltd.,Software Engineer,2220060,2220060,"Job Details
Job
Description:
·
Work within a team to
assist in delivering innovative solutions and learn to address customer needs
effectively.
·
Participate in the
development of new products and accelerators, drawing insights from real
customer challenges, under the guidance of experienced team members.
·
Get hands-on training
in automating deployment processes and contribute to streamlining operations
over time.
·
Gain exposure in the
complete Software development life cycle involving develop",
9920,TLC Legal,Analyst,1200000,1200000,"Job Details
The Analyst is a subject matter expert at TLC Legal. The role
will be instrumental in supporting legal cases where
engineering expertise intersects with indirect tax matters. The
technical insights will help validate case details, assess the
engineering and operational aspects, and collaborate with our
tax specialists to strengthen legal strategies.
The role will serve as a consultant to our legal team.
Place of posting
Accomodation details
Mumbai
None
Bond applicable
No",
10263,Robinhood Insurance Broker Pvt Ltd,Operations & Strategy Manager,1800000,2000000,"Job Details
Roles & responsibilities:
Operational Excellence
:
Analyze current operational processes and identify areas for improvement.
Implement strategies to streamline operations, reduce costs, and enhance efficiency.
Monitor key performance indicators (KPIs) and take corrective action as needed.
Strategic Planning
:
Collaborate with leadership to develop and execute strategic plans
Conduct market research and industry analysis to identify growth opportunities
Develop and implement business ",
10264,Robinhood Insurance Broker Pvt Ltd,Data Analyst,1746036,2000000,"Job Details
Job objectives
:
As a Data Analyst, you will be responsible for collecting, cleaning, and analyzing large datasets to uncover insights and inform data-driven decisions. You will work closely with cross-functional teams to understand their data needs and provide actionable recommendations.
Roles & responsibilities:
Data Collection and Cleaning:
Gather data from various sources, clean and validate data for analysis.
Data Analysis:
Use statistical techniques and data mining tools to ana",
9881,UKG [KRONOS SOLUTIONS INDIA PRIVATE LIMITED],Software Engineer,1400000,2162000,"Job Details
Are you a recent graduate with a passion for technology and innovation? Join our team as a Software Engineer I, where you will have the opportunity to work on challenging projects, develop your skills, and contribute to the creation of impactful software solutions. This role is designed for fresh graduates eager to start their career in a dynamic and collaborative environment.
Responsibilities:
•
Develop and Implement: Write clean, efficient, and maintainable code for various softwar",
9906,Ansh Mehra Creations,Video Editor,1200000,1200000,"Job Details
Ansh Mehra Creations is seeking a Pro Video Editor. As a Video editor you will be expected to create visually engaging videos for audiences. You’ll work with Adobe Premiere Pro, After Effects, and Figma to produce visually compelling content.
Key Responsibilities:
Editing & Composition:
Edit videos with a focus on dynamic cuts, transitions, and VFX, Also perform color grading and integrate motion graphics.
Sound Design
: Enhance videos with clear, impactful sound design.
Project Mana",
9907,Ansh Mehra Creations,Motion Graphics & Storyboarding Artist,1200000,1200000,"Job Details
This job is for a Motion Graphics & Storyboarding Artist who can design video
storyboards involving text, data and concepts. This job requires an understanding of good aesthetics, typography, contrast and motion
graphics. You will be working with our script writers and video editors to design B-Roll
that not only looks good but also conveys meaningful messages.
What all will you work on:
●
Storyboard & Graphic Design:
Conceptualise and create detailed storyboards for
video content, e",
9908,Ansh Mehra Creations,Interaction Designers,1200000,1200000,"Job Details
Key Responsibilities:
1. Collaborate with our design and content teams to develop explainer videos that align with our brand and message.
2. Create engaging motion graphics and animations for digital platforms, adding clarity and excitement to our content.
3. Apply interaction design principles to video and motion graphics to enhance storytelling and user engagement.
4. Edit video content with attention to detail, ensuring a polished and professional final product.
5. Continuously br",
9923,Ansh Mehra Creations,Thumbnail & Poster Designer,800000,800000,"Job Details
Ansh Mehra Creations is seeking a Movie Poster Designer. We are
looking for someone who can design thumbnails that resemble movie posters, as well
as invites and video posters. This is a full-time remote job that requires creativity, an eye
for detail, and expertise in visual storytelling.
What will you work on
:
● Thumbnails & Poster Design: Conceptualise and design thumbnails that capture
the cinematic feel of movie posters, along with invites and video posters for
various projects",
8984,HiLabs Inc.,Data Scientist I,1900000,2575000,"Job Details
Job summary:
We are a leading Software as a Service (SaaS) company that specializes in the transformation of data in the US healthcare industry through
cutting-edge
Artificial Intelligence (AI) solutions.
We are seeking
a Data Scientist
I
.
HiLabs
is looking for great problem solvers who can tap into the potential of data and deliver scalable and robust data products. Our potential member would work on developing and implementing machine learning algorithms
for
various
HiLabs
Product",
9009,HiLabs Inc.,Associate Product Manager I,1900000,2575000,"Job Details
Job summary:
We are a leading Software as a Service (SaaS) company that specializes in the transformation of data in the US healthcare industry through
cutting-edge
Artificial Intelligence (AI) solutions.
We are seeking Associate Product Managers (APM) with an entrepreneurial mindset to drive dynamic product development and ensure exceptional ROI. In this role,
you'll
have a unique opportunity to translate ideas into strategic features, overseeing the product lifecycle from
inception",
9010,HiLabs Inc.,Software Development Engineer I,1900000,2575000,"Job Details
Job summary:
We are a leading Software as a Service (SaaS) company that specializes in the transformation of data in the US healthcare industry through
cutting-edge
Artificial Intelligence (AI) solutions.
We are looking for Software Developers, who should continually strive to advance engineering excellence and technology innovation. The mission is to power the next generation of digital products and services through innovation, collaboration, and transparency. You will be a technolo",
9062,HiLabs Inc.,Data Scientist I,85000,106250,"Job Details
Job summary:
We are a leading Software as a Service (SaaS) company that specializes in the transformation of data in the US healthcare industry through
cutting-edge
Artificial Intelligence (AI) solutions.
We are seeking
a Data Scientist
I
.
HiLabs
is looking for great problem solvers who can tap into the potential of data and deliver scalable and robust data products. Our potential member would work on developing and implementing machine learning algorithms
for
various
HiLabs
Product",
9063,HiLabs Inc.,Associate Product Manager I,85000,106250,"Job Details
Job summary:
We are a leading Software as a Service (SaaS) company that specializes in the transformation of data in the US healthcare industry through
cutting-edge
Artificial Intelligence (AI) solutions.
We are seeking Associate Product Managers (APM) with an entrepreneurial mindset to drive dynamic product development and ensure exceptional ROI. In this role,
you'll
have a unique opportunity to translate ideas into strategic features, overseeing the product lifecycle from
inception",
10284,eClerx,Associate Process Manager,1271760,1300080,"Job Details
What will you
do?
As a key
member of Innovation COE, Candidate will play a crucial role in implementing
various solutions based on machine learning. In addition to possessing a deep
understanding of machine learning & generative Ai principles, we are
looking for a candidate who can think strategically and contribute to the
development of our broader business and product strategies.
What are your
Key Responsibilities?
·
Collaborate with Stakeholders to Align on Business
Objectives
·
E",
9948,Iris Classes,Teaching and Content Development Associate for JEE/NEET,1400000,1600000,"Job Details
We are seeking a dynamic and passionate individual to join IRIS Classes as a
Teaching and Content Development Associate
. This role is ideal for those who are enthusiastic about teaching, have a strong academic background, and enjoy creating high-quality educational resources for JEE and NEET aspirants.
Key Responsibilities:
Teaching Responsibilities:
Deliver engaging and concept-driven classes in your subject expertise (Physics, Chemistry, Mathematics, or Biology).
Provide personali",
9922,Augnito,Speech Engineer,2074800,2100000,"Job Details
Augnito is the next gen Voice AI powering the healthcare industry. Augnito empowers medical professionals and streamlined clinical workflows with cloud-based, AI speech recognition that offers ergonomic data entry with 99% accuracy, without the need for voice profile training, from any device, anywhere. From the outset, Augnito was built in close partnership with clinicians, using human-centered design, to create an AI natural language processing engine to fit your needs – not the ot",
9921,Augnito,Backend Engineer,2078400,2100000,"Job Details
Job Title
: Backend Engineer
Who We Are
:
Augnito is the
next-gen Voice AI, powering the healthcare industry. We empower medical
professionals and streamline clinical workflows with cloud-based, AI speech
recognition that offers ergonomic data entry with 99%+ accuracy, without the
need for voice profile training, from any device, anywhere. We don't adhere to
the traditional 9-to-5 work style; instead, we are a closely-knit group of
dreamers, builders, and innovators firmly committed ",
9931,Jurin AI Inc,"Software Engineer, Full Stack & AI",3000000,3000000,"Job Details
Full stack development of AI Assistant for Business Communications. We use Serverless technologies. (Next.js, React.js, Typescript, Tailwind CSS, trpc, Prisma)
Place of posting
Accomodation details
Fully remote, worldwide
None
Bond applicable
No",
10290,Jurin AI Inc,N/A,N/A,N/A,"Job Details
- Job: Design visual communication, UX/UI, graphic design, industrial design, and HCI
- ""Product Designer"": ownership over the entire product experience
- ""Full Stack"": holistically covering both frontend (UI/UX) and backend design considerations
- ""AI"": crafting intuitive and intelligent interfaces specifically for AI assistants (you will create and use AI to enhance your everyday design work)
Place of posting
Accomodation details
Fully Remote
Temporary
Bond applicable
No",
10016,MProfit,Full-Stack Developer,2100000,2300000,"Job Details
MProfit is a rapidly growing wealth-tech company reshaping how Indians view and track their wealth. Backed by Rainmatter (by Zerodha), Enam and other distinguished investors, MProfit equips investors and wealth professionals with cutting-edge solutions that offer a clear, consolidated view of their financial assets, enabling better insights and decision-making.
As a robust, data-driven platform, MProfit is trusted by HNIs, UHNIs, and Family Offices to track and analyse diverse, multi",
10211,Fluid AI,Python GPT Developer,1000000,1000000,"Job Details
Roles & Responsibilities:
We're on the hunt for a Python Developer to contribute to our innovative Fluid AI GPT
Product. This role is an opportunity to work with state-of-the-art technologies, playing a
crucial part in significant product advancements.
Key Responsibilities:
1. Develop and optimize our large language model-based SaaS application.
2. Employ FastAPI to build robust APIs and aid in backend service management.
3. Implement and optimize specialized databases for semantic w",
10358,Torus Digital Pvt. Ltd .,Business Analyst,1800000,1800000,"Job Details
Role Responsibilities:
• Assist in gathering and analysing business requirements from
stakeholders.
• Support the creation of user stories, process flows, and wireframes to
communicate ideas effectively.
• Conduct market research and competitor analysis to inform product
development.
• Collaborate with product managers and development teams to ensure
alignment on requirements and priorities.
• Analyze data and create reports to support decision-making processes.
• Help facilitate mee",
10310,Torus Digital Pvt. Ltd .,N/A,N/A,N/A,"Job Details
Collaborate with cross-functional teams to understand project
requirements and user needs.
• Create wireframes, storyboards, user flows, and prototypes to
communicate design ideas effectively.
• Design intuitive, aesthetically pleasing, and responsive user
interfaces for web and mobile applications.
• Conduct user research and usability testing to gather insights and
improve designs.
• Assist in developing and maintaining design systems and
guidelines.
• Stay updated on the latest UI",
